Shape,date,time,title,description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,latitude,longitude,country_name,state,gazetteer_closest_point,gazetteer_distance
"(76.33740000000006, 32.22410000000008)",31/07/2015 18:00,18:00,Chohla village of Kajlot panchayat,"Resident of the village Ashok Kumar said that his house was damaged late on Friday evening. ""Cracks had started appearing on the hill face on Wednesday. On Friday evening, huge mass of rocks and mud flowed into the village,"" Said Puran Chand, another resident, who also lost his house.",Chohla village of Kajlot panchayat,1km,debris_flow,continuous_rain,medium,deforested_slope,0,0,32.2241,76.3374,India,Himachal Pradesh,Dharmsala,1.77
"(94.56400000000008, 26.083800000000053)",04/08/2013 00:00,,"Suruhuto Town, Nagaland","Incessant torrential rain, which began Sunday at around 11.30 p.m. has completely cut off Suruhuto town from the rest of the state. In a press release, NGZPMC joint secretary Hotoshe Sema said all three links connecting Zunheboto, Mokokchung and Tuensang have been cut off. Road to Zunheboto has been  blocked in 5-6 places and Mokokchung road has been blocked in two places near Zhekuto and Longsa. The valleys of Nanga (Dikhu), Phizo and Tizu, known as rice bowls of Suruhuto Area has been damaged by floods and landslides. Many terrace fields and canals have been washed away by flood. A team of Nanga (Dikhu) Greener Zone Project Management Committee (NGZPMC) who were on GPS mapping of Community Conserved Area (CCA) has been stranded at Nanga valley owing to flood. Log bridges connecting Phuye New/Old and Suruhuto/Surumi/Aichi Saghemi villages have been washed away. Travelers from Tuensang to Kohima/Dimapur via Suruhuto-Coco shortcut road have been requested to take the via Mokokchung rout","Suruhuto Town, Nagaland",25km,landslide,rain,medium,unknown,,,26.0838,94.564,India,Nagaland,Yezami,3.73
"(77.65380000000005, 34.148100000000056)",06/08/2010 00:30,00:00,"Sabu(Saboo) village, Leh, Ladakh, Jammu and Kashmir","On the night of 5th and 6th August 2010, between 00:00 hrs and 00:30 hrs, intensive rainfall followed by massive cloudburst in high altitude terrain of Leh (3505m), triggered numerous debris flows, mud flows (earth spreads) and sand flows. These widespread, composite flows in the over saturated slope forming materials caused 182 deaths including that of 3 foreign tourists, damaged 607 houses, breached all major communication networks to Leh town besides inflicting an unaccountable loss of livestock and agriculture fields. The disaster caused severe damage to the settlements in parts of Leh town, Sabu village, Choklamsar, Leh airport area, Nimu, Ney and Bazgo area around the town. Widespread occurrence of varied, unconsolidated Quaternary drift deposits perched over gentle to fairly steep slopes are susceptible to mass movement under conditions of heavy saturation.   Unprecedented rainfall of the order of 240 mm within 24 hours on account of cloud bursts in the Leh region during 4-6 Aug","Sabu(Saboo) village, Leh, Ladakh, Jammu and Kashmir",5km,landslide,downpour,large,unknown,11,,34.1481,77.6538,India,Jammu and Kashmir,Leh,7.67
"(84.53220000000005, 25.455100000000073)",05/09/2015 00:00,,Bhojpur,"One died and another sustained critical injuries after they were buried by a landslide in Bhojpur on Saturday.  According to the District Police Office, Bhojpur, the deceased has been identified Nilam Rai (44) of Sangpang-4.",Bhojpur,10km,landslide,unknown,medium,unknown,1,1,25.4551,84.5322,India,Bihar,Agiaon,11.68
"(92.67240000000004, 24.04200000000003)",27/08/2015 00:00,,"National Highway 54, at Kawnpui town","National Highway 54, the state’s lifeline, has also been blocked in several places, including at Kawnpui town","National Highway 54, at Kawnpui town",10km,landslide,downpour,medium,above_road,0,0,24.042,92.6724,India,Mizoram,Lung Chhuan,9.58
"(78.89960000000008, 30.241600000000062)",29/06/2011 00:00,,"Rishikesh-Kedarnath national highway, Sirobagad","Jun 29 (PTI) Several roads in Uttarakhand, including national highways leading to the shrines of Badrinath, Kedarnath and Gangotri, were blocked by landslides triggered by heavy rains stranding hundreds of pilgrims, official sources today said. Rishikesh-Badrinath national highway was blocked just two km away from Badrinath shrine following landslides caused by heavy rains, they said, adding hundreds of pilgrims were stranded in the area. Efforts are on to remove the debris from the road and personnel of Border Road Organisation (BRO) have been deployed to clear it and open the road for vehicular traffic. Rishikesh-Kedarnath national highway has also been blocked at Sirobagad due to landslides triggered by heavy rains. Meanwhile, traffic on Rishikesh-Gangotri national highway between Dharasu and Nalupani could not be resumed on the third consecutive day today as landslides continued to hit the area. Long queues of vehicles were seen on both sides of the road due to the landslides that ","Rishikesh-Kedarnath national highway, Sirobagad",10km,landslide,downpour,medium,unknown,0,,30.2416,78.8996,India,Uttaranchal,Srinagar,6.67
"(72.56600000000003, 23.039600000000064)",20/11/2009 18:30,18:00,"Parimal underpass near Juta Bazaar, Ahmedabad, Gujrat State","Ahmedabad: In a freak accident, five labourers were killed and one hurt in a landslide at the Parimal underpass near Juta Bazaar on Friday at 6:30 in the evening. Eyewitnesses said the huge mound of earth beside which the victims were working collapsed on them.","Parimal underpass near Juta Bazaar, Ahmedabad, Gujrat State",10km,landslide,construction,medium,unknown,5,1,23.0396,72.566,India,Gujarat,Ahmadabad,0.11
"(76.79370000000006, 11.348400000000026)",13/02/2008 00:00,,Alwarpet in Coonoor,2 injured,Alwarpet in Coonoor,10km,landslide,rain,medium,unknown,,,11.3484,76.7937,India,Tamil Nadu,Coonoor,0.05
"(79.38880000000006, 30.50040000000007)",04/09/2010 00:00,,"Chhinka area(?), on Rishikesh-Badrinath hwy","DEHRA DUN: Fresh triggered by rains today disrupted the pilgrimage to , and in the Garhwal Himalayas of Uttarakhand.  The landslides hit various places in Chamoli and Uttarkashi districts blocking the routes to the shrines of Badrinath, Gangotri and Yamunotri, Disaster Management and Mitigation Centre (DMMC) said here.  While Rishikesh-Badrinath national highway was blocked by landslides at Chhinka area, Rishikesh-Gangotri national highway was hit at Karmkund blocking vehicular traffic, they said, adding the road leading to Yamunotri has been blocked at Ranachatti.","Chhinka area(?), on Rishikesh-Badrinath hwy",50km,landslide,downpour,medium,unknown,0,,30.5004,79.3888,India,Uttaranchal,Joshimath,17.79
"(93.71450000000004, 27.125000000000057)",15/07/2011 18:00,18:00,Itanagar/Naharlagur/Nirjuli,"Meanwhile, massive rains have caused havoc in Seppa depositing boulders and loose sediments in various places in the township. The main thoroughfare Bazaarline and ALC line have been hit hard by the ravaging flood. Landslips also disrupted water supply in the twin capital cities of Itanagar and Naharlagun since yesterday. The 300 mm diameter ductile iron pipe carrying water from Nyroch river, one of the major sources that feeds about eight thousand population of Naharlagun and Nirjuli, was washed away at Tarajuli last evening. Flashflood cut off Seijosa in East Kameng district from rest of the state forcing people to abandon their homes and damaged colonies, mainly the medical, teacher and veterinary colonies, besides damaging the approach road to the government higher secondary school boys hostel, the sources added.",Itanagar/Naharlagur/Nirjuli,5km,landslide,downpour,small,unknown,0,,27.125,93.7145,India,Arunachal Pradesh,North Lakhimpur,40.8
"(78.82050000000004, 14.470200000000034)",25/06/2007 00:00,,Cuddappa,United Nations Development Programme - Relief Web,Cuddappa,25km,landslide,rain,medium,unknown,,,14.4702,78.8205,India,Andhra Pradesh,Cuddapah,0.06
"(96.15090000000004, 28.82540000000006)",07/04/2013 00:00,,"Dibang Valley, Arunachal Pradesh","A monsoon-like situation, with heavy showers triggering landslides, has been prevailing in Dibang Valley district in Arunachal Pradesh, which is prone to natural calamities like flood. Due to intermittent downpour in the district for the last several days, Anini-Roing road -- the thoroughfare linking the district -- has suffered massive blockade at numerous points bringing surface communication along the route to a grinding halt.The affected areas are Erone, Endulin, Ranli, Hunli and Deopani, official sources said on Sunday.Deputy Commissioner (DC) Tamune Miso, who, along with a team of officials, was on an inspection of various ongoing projects at Etalin, Anelih and Arzoo circles, was stranded at Etalin on Saturday due to snapping of road from both ends following the landslides, the sources said.The DC met the Border Roads Organisation (BRO) officials at wayside camp offices and sought cooperation from the road construction agency for clearing the road blockades.","Dibang Valley, Arunachal Pradesh",unknown,landslide,rain,medium,unknown,,,28.8254,96.1509,India,Arunachal Pradesh,Chengele,10.63
"(77.16750000000008, 31.09310000000005)",25/07/2010 09:00,09:00,"Kanlog, Shimla, Himachal Pradesh","Two labourers lost their lives and three people were injured at Kanlog in Shimla due to heavy rains on Sunday morning. A temporary hutment made of tin sheets collapsed in an under-construction building resulting in the death of two people. In another incident, 20 persons living in Ruldu Bhatta locality near Lakkar Bazaar had a narrow escape when a deodar tree fell due to landslide and damaged seven houses in the vicinity. Three persons were injured in the incident and were admitted to the IGMC Hospital. Superintendent of Police R M Sharma said, “Five labourers were sleeping when boulders and debris from the hill fell on the hut due to heavy downpour. Two people died on the spot. They all were the natives of the Sirmour district.” The Met department in Shimla stated that the city received 72.3 mm of rain on Sunday morning. Significant rainfall was also received at Kasauli (79 mm), Dharmpur (66 mm), Jubbar Hatti (22 mm), Sandhol (19 mm), Kotkhai (12 mm), Baldwara (7 mm) and Saloni and Ju","Kanlog, Shimla, Himachal Pradesh",5km,landslide,downpour,medium,urban,2,,31.0931,77.1675,India,Himachal Pradesh,Simla,9.17
"(75.22742083400004, 33.24431350200007)",02/07/2007 00:00,,Jammu-Srinagar highway between Ramban and Srinagar,2356 pilgrims stranded,Jammu-Srinagar highway between Ramban and Srinagar,25km,landslide,downpour,medium,unknown,,,33.2443135,75.22742083,India,Jammu and Kashmir,Chaunkri,19.7
"(75.05560000000008, 32.91480000000007)",06/09/2014 00:00,,Rakh batla belt in Udhampur,"In the second incident, two children died and their mother was critically injured when their house collapsed in Rakh batla belt in Udhampur today, Dass said.",Rakh batla belt in Udhampur,50km,other,rain,medium,unknown,2,1,32.9148,75.0556,India,Jammu and Kashmir,Udhampur,7.07
"(76.26990000000006, 32.10020000000003)",24/08/2012 00:00,,"Kangra,  Himachal Pradesh","Heavy rains lashed some parts of Himachal Pradesh, triggering landslides at some places and leading to slight drop in maximum temperatures. Several link rooads in the interiors of Kangra, Mandi, Sirmaur and Solan districts were blocked due to landslides. A large tree was uprooted in Cart road near Bemloe here causing disruption in traffic for several hours.Several tribal areas including Pooh and Kaza remained cut off from rest of the state as the vital bridge on Hindustan-Tibet national highway near Ribba, which was washed away three days ago, could not be restored.The rains abated a bit in high altitude tribal areas and power generation in major projects like Nathpa-Jhakri (1500 MW) and Karchham-Wangtoo (1000 MW) was resumed as silt level came down to 3500 ppm against permissible limit of 4000 ppm.","Kangra,  Himachal Pradesh",5km,landslide,downpour,medium,unknown,,,32.1002,76.2699,India,Himachal Pradesh,Kangra,0.3
